Country,League,Date,Home,Away,FTHG,FTAG,Pinnacle_-2.5_AH_H_Open,Pinnacle_-2.5_AH_H_Close,Pinnacle_+2.5_AH_A_Open,Pinnacle_+2.5_AH_A_Close,Pinnacle_-2.25_AH_H_Open,Pinnacle_-2.25_AH_H_Close,Pinnacle_+2.25_AH_A_Open,Pinnacle_+2.25_AH_A_Close,Pinnacle_-2_AH_H_Open,Pinnacle_-2_AH_H_Close,Pinnacle_+2_AH_A_Open,Pinnacle_+2_AH_A_Close,Pinnacle_-1.75_AH_H_Open,Pinnacle_-1.75_AH_H_Close,Pinnacle_+1.75_AH_A_Open,Pinnacle_+1.75_AH_A_Close,Pinnacle_-1.5_AH_H_Open,Pinnacle_-1.5_AH_H_Close,Pinnacle_+1.5_AH_A_Open,Pinnacle_+1.5_AH_A_Close,Pinnacle_-1.25_AH_H_Open,Pinnacle_-1.25_AH_H_Close,Pinnacle_+1.25_AH_A_Open,Pinnacle_+1.25_AH_A_Close,Pinnacle_-1_AH_H_Open,Pinnacle_-1_AH_H_Close,Pinnacle_+1_AH_A_Open,Pinnacle_+1_AH_A_Close,Pinnacle_-0.75_AH_H_Open,Pinnacle_-0.75_AH_H_Close,Pinnacle_+0.75_AH_A_Open,Pinnacle_+0.75_AH_A_Close,Pinnacle_-0.5_AH_H_Open,Pinnacle_-0.5_AH_H_Close,Pinnacle_+0.5_AH_A_Open,Pinnacle_+0.5_AH_A_Close,Pinnacle_-0.25_AH_H_Open,Pinnacle_-0.25_AH_H_Close,Pinnacle_+0.25_AH_A_Open,Pinnacle_+0.25_AH_A_Close,Pinnacle_+0_AH_H_Open,Pinnacle_+0_AH_H_Close,Pinnacle_-0_AH_A_Open,Pinnacle_-0_AH_A_Close,Pinnacle_+0.25_AH_H_Open,Pinnacle_+0.25_AH_H_Close,Pinnacle_-0.25_AH_A_Open,Pinnacle_-0.25_AH_A_Close,Pinnacle_+0.5_AH_H_Open,Pinnacle_+0.5_AH_H_Close,Pinnacle_-0.5_AH_A_Open,Pinnacle_-0.5_AH_A_Close,Pinnacle_+0.75_AH_H_Open,Pinnacle_+0.75_AH_H_Close,Pinnacle_-0.75_AH_A_Open,Pinnacle_-0.75_AH_A_Close,Pinnacle_+1_AH_H_Open,Pinnacle_+1_AH_H_Close,Pinnacle_-1_AH_A_Open,Pinnacle_-1_AH_A_Close,Pinnacle_+1.25_AH_H_Open,Pinnacle_+1.25_AH_H_Close,Pinnacle_-1.25_AH_A_Open,Pinnacle_-1.25_AH_A_Close,Pinnacle_+1.5_AH_H_Open,Pinnacle_+1.5_AH_H_Close,Pinnacle_-1.5_AH_A_Open,Pinnacle_-1.5_AH_A_Close,Pinnacle_+1.75_AH_H_Open,Pinnacle_+1.75_AH_H_Close,Pinnacle_-1.75_AH_A_Open,Pinnacle_-1.75_AH_A_Close,Pinnacle_+2_AH_H_Open,Pinnacle_+2_AH_H_Close,Pinnacle_-2_AH_A_Open,Pinnacle_-2_AH_A_Close,Pinnacle_+2.25_AH_H_Open,Pinnacle_+2.25_AH_H_Close,Pinnacle_-2.25_AH_A_Open,Pinnacle_-2.25_AH_A_Close,Pinnacle_+2.5_AH_H_Open,Pinnacle_+2.5_AH_H_Close,Pinnacle_-2.5_AH_A_Open,Pinnacle_-2.5_AH_A_Close
iran,persian-gulf-pro-league,2023-10-29,Nassaji Mazandaran,Sepahan,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.64,1.44,1.46,2.37,2.34,1.57,1.59,2.04,2.01,1.79,1.81,1.73,1.72,2.09,2.11,1.56,1.55,2.37,2.39,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-10-29,Malavan,Persepolis,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,2.48,1.52,1.51,2.11,2.19,1.68,1.67,1.82,1.88,1.99,1.94,1.58,1.63,2.29,2.26,1.44,1.48,2.59,2.56,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-02,Tractor,Nassaji Mazandaran,3,0,,,,,,,,,,,,,,,,,,,,,2.4,2.67,1.47,1.45,2.08,2.32,1.65,1.6,1.78,1.93,1.97,1.88,1.57,1.7,2.22,2.14,1.37,1.46,2.73,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-02,Shams Azar Qazvin,Esteghlal F.C.,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3.51,1.34,1.28,2.63,2.39,1.41,1.56,2.17,1.97,1.62,1.85,1.92,1.72,1.83,2.1,1.63,1.48,2.15,2.56,1.47,1.43,2.46,2.74,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-02,Sepahan,Malavan,2,3,,,,,,,,,,,,,2.37,2.56,1.49,1.48,2.05,2.36,1.67,1.58,1.83,2.07,1.91,1.77,1.55,1.75,2.27,2.07,1.41,1.54,2.6,2.41,1.44,1.43,2.65,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-02,Persepolis,Sanat Naft,2,2,2.41,2.45,1.43,1.42,2.55,2.57,1.39,1.47,2.8,2.25,1.35,1.62,2.27,1.9,1.55,1.9,2.0,1.69,1.76,2.14,1.72,1.48,1.98,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-02,Aluminium Arak,Zob Ahan,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,3.07,1.49,1.35,2.06,2.53,1.72,1.51,1.61,1.93,2.15,1.88,1.4,1.53,2.64,2.47,1.45,1.36,2.62,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-03,Esteghlal Khuzestan,Gol Gohar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,3.73,1.84,1.25,1.56,2.31,2.24,1.6,1.4,1.86,2.62,1.95,1.42,1.61,2.74,2.31,1.29,1.35,3.19,3.08,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-03,Mes Rafsanjan,Foolad,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,2.79,1.4,1.41,2.18,2.28,1.59,1.62,1.86,1.88,1.88,1.93,1.48,1.45,2.43,2.74,1.32,1.29,2.94,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-03,Havadar SC,Paykan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.54,1.41,1.43,2.15,2.14,1.61,1.63,1.84,1.78,1.9,1.96,1.46,1.37,2.49,2.83,1.31,1.24,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-10,Paykan,Shams Azar Qazvin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,3.05,1.91,1.35,1.53,2.13,2.32,1.7,1.38,1.79,2.71,2.05,1.37,1.56,2.92,2.42,1.32,1.33,3.13,3.18,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-10,Malavan,Esteghlal Khuzestan,1,1,,,,,,,,,,,,,2.55,2.55,1.36,1.36,2.7,2.27,1.42,1.5,2.83,2.0,1.4,1.67,2.62,1.7,1.4,1.99,2.08,1.5,1.65,2.33,1.82,1.37,1.93,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-10,Gol Gohar,Mes Rafsanjan,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,2.81,1.44,1.41,2.13,2.34,1.62,1.59,1.75,1.82,2.01,2.0,1.48,1.5,2.43,2.56,1.35,1.35,2.83,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-10,Foolad,Aluminium Arak,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,3.08,1.4,1.35,2.18,2.48,1.59,1.53,1.85,2.05,1.88,1.79,1.46,1.57,2.49,2.39,1.3,1.36,3.03,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-11,Sanat Naft,Havadar SC,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,3.03,1.4,1.36,2.2,2.48,1.58,1.53,1.9,2.11,1.84,1.75,1.53,1.68,2.31,2.17,1.36,1.45,2.77,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-11,Esteghlal F.C.,Tractor,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2.88,2.96,1.34,1.37,2.26,2.31,1.56,1.6,1.96,1.99,1.79,1.84,1.66,1.66,2.07,2.21,1.37,1.33,2.73,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-12,Sepahan,Persepolis,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.79,1.37,1.41,2.28,2.32,1.54,1.6,1.98,1.97,1.77,1.85,1.6,1.58,2.17,2.36,1.41,1.39,2.59,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-12,Nassaji Mazandaran,Zob Ahan,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,3.13,1.47,1.34,2.1,2.6,1.66,1.49,1.7,2.01,2.08,1.82,1.46,1.58,2.55,2.35,1.33,1.4,2.98,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-23,Esteghlal Khuzestan,Sepahan,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.41,1.38,1.44,2.11,2.05,1.64,1.64,1.84,1.83,1.9,1.83,1.61,1.63,2.15,2.05,1.39,1.43,2.65,2.44,1.42,1.51,2.57,2.22,1.4,1.43,2.5,2.39
iran,persian-gulf-pro-league,2023-11-24,Aluminium Arak,Paykan,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,2.5,1.61,1.43,1.87,2.08,1.87,1.64,1.56,1.73,2.24,1.99,1.27,1.33,3.21,2.92,1.22,1.21,3.96,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-24,Havadar SC,Malavan,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,3.07,1.45,1.35,2.1,2.57,1.64,1.5,1.72,2.03,2.05,1.8,1.46,1.61,2.48,2.29,1.33,1.43,2.88,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-24,Mes Rafsanjan,Sanat Naft,0,2,,,,,,,,,,,,,,,,,2.61,2.72,1.42,1.43,2.31,2.41,1.55,1.56,1.97,2.07,1.78,1.78,1.68,1.74,2.08,2.07,1.51,1.56,2.36,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-25,Zob Ahan,Esteghlal F.C.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,3.13,1.36,1.34,2.35,2.53,1.52,1.51,1.87,1.88,1.87,1.93,1.61,1.6,2.16,2.31,1.42,1.41,2.56,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-25,Tractor,Foolad,2,0,,,,,,,,,,,,,,,,,,,,,2.78,2.69,1.36,1.36,2.43,2.36,1.48,1.48,2.0,1.94,1.76,1.74,1.72,1.7,1.98,1.96,1.48,1.43,2.38,2.45,1.27,1.24,3.51,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-11-25,Shams Azar Qazvin,Gol Gohar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,2.74,1.45,1.43,2.14,2.3,1.62,1.61,1.79,1.82,1.96,2.01,1.52,1.51,2.34,2.54,1.38,1.36,2.69,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-07,Gol Gohar,Tractor,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.81,1.42,1.41,2.14,2.31,1.61,1.6,1.76,1.83,2.01,2.0,1.53,1.58,2.32,2.35,1.36,1.38,2.79,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-08,Sanat Naft,Aluminium Arak,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.65,1.38,1.45,2.36,2.22,1.53,1.65,1.91,1.76,1.83,2.08,1.57,1.48,2.27,2.62,1.4,1.34,2.66,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-08,Paykan,Zob Ahan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,3.43,1.34,1.29,2.37,2.69,1.52,1.46,1.82,1.88,1.93,1.93,1.56,1.58,2.28,2.36,1.37,1.39,2.78,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-08,Malavan,Shams Azar Qazvin,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.92,1.52,1.38,2.02,2.42,1.74,1.55,1.61,1.88,2.18,1.93,1.41,1.53,2.65,2.49,1.32,1.36,3.18,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-09,Sepahan,Mes Rafsanjan,4,1,,,,,,,,,,,,,,,,,2.6,2.72,1.4,1.43,2.31,2.41,1.53,1.56,1.98,2.08,1.75,1.77,1.68,1.75,2.03,2.06,1.51,1.57,2.31,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-09,Persepolis,Havadar SC,1,0,,,,,,,,,2.94,2.82,1.37,1.41,2.29,2.27,1.52,1.63,1.99,1.97,1.71,1.85,1.76,1.7,1.99,2.13,1.48,1.43,2.43,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-09,Nassaji Mazandaran,Esteghlal Khuzestan,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2.67,3.07,1.39,1.35,2.1,2.35,1.64,1.59,1.84,2.0,1.9,1.83,1.55,1.65,2.27,2.22,1.27,1.31,3.22,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-09,Foolad,Esteghlal F.C.,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.54,1.62,1.49,1.81,2.05,1.93,1.76,1.56,1.79,2.23,2.04,1.33,1.51,2.89,2.55,1.35,1.37,2.86,2.96,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-13,Sanat Naft,Gol Gohar,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.21,1.44,1.32,2.08,2.62,1.65,1.48,1.72,1.94,2.06,1.88,1.5,1.64,2.38,2.24,1.34,1.45,2.87,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-14,Sepahan,Foolad,3,1,,,,,,,,,,,,,2.63,2.66,1.4,1.45,2.24,2.26,1.56,1.63,2.0,1.98,1.76,1.85,1.68,1.65,2.03,2.22,1.5,1.47,2.35,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-14,Persepolis,Esteghlal F.C.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,2.9,1.54,1.39,1.98,2.37,1.77,1.57,1.67,1.99,2.06,1.84,1.37,1.56,2.74,2.41,1.28,1.37,3.15,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-14,Shams Azar Qazvin,Nassaji Mazandaran,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.74,1.6,1.43,1.91,2.3,1.83,1.61,1.63,1.95,2.16,1.87,1.34,1.56,2.92,2.4,1.32,1.38,3.17,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-18,Tractor,Paykan,2,0,,,,,,,,,,,,,,,,,,2.59,,1.47,,2.28,,1.62,,1.94,,1.88,,1.66,,2.21,,1.5,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-18,Mes Rafsanjan,Malavan,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,1.33,,2.36,,1.5,,2.02,,1.7,,1.63,,2.11,,1.41,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-19,Zob Ahan,Foolad,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,,1.3,,2.47,,1.53,,2.07,,1.77,,1.7,,2.14,,1.32,,3.21,,1.24,,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-19,Shams Azar Qazvin,Sanat Naft,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,1.44,,2.13,,1.7,,1.85,,1.97,,1.55,,2.43,,1.25,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-19,Havadar SC,Sepahan,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,1.48,,2.26,,1.63,,1.92,,1.9,,1.64,,2.24,,1.49,,2.55,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-19,Esteghlal F.C.,Nassaji Mazandaran,4,0,,,,,,,,,,,,,,2.42,,1.53,,2.08,,1.74,,1.81,,2.01,,1.51,,2.53,,1.38,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-19,Esteghlal Khuzestan,Persepolis,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,1.48,,2.17,,1.68,,1.79,,2.04,,1.58,,2.35,,1.41,,2.81,,,,,,,,,,,,
iran,persian-gulf-pro-league,2023-12-19,Aluminium Arak,Gol Gohar,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,1.33,,2.6,,1.49,,1.98,,1.84,,1.55,,2.43,,1.37,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
